16,0,0,4.3399e-05,2.4843e-05
32,0,0,0.000304254,0.000269832
64,0,0,0.002144578,0.002067818
128,0,0,0.007622086,0.007527532
256,0,0,0.069142199,0.068771188
512,0,0,0.618704022,0.617309868
1024,0,8,0.409776662,0.404083741
16,1,0,3.501e-05,2.2221e-05
32,1,0,0.000173567,0.000155841
64,1,0,0.00113794,0.001105161
128,1,0,0.007970577,0.007859282
256,1,0,0.070161174,0.069801154
512,1,0,0.643415121,0.642028805
1024,1,9,0.446200587,0.440530769
16,2,0,6.9593e-05,5.7843e-05
32,2,0,0.000113589,9.6734e-05
64,2,0,0.00059169,0.000558929
128,2,0,0.004288279,0.004185483
256,2,0,0.036926777,0.036568492
512,2,0,0.329471718,0.328068189
1024,2,4,0.374649432,0.36894569
16,3,0,7.1473e-05,5.8651e-05
32,3,0,0.000123199,0.000106487
64,3,0,0.006690217,0.006646547
128,3,0,0.003760416,0.003643404
256,3,0,0.024894878,0.024515702
512,3,0,0.26732678,0.265839462
1024,3,2,0.876566821,0.870460008
16,4,0,0.000750943,0.000737735
32,4,0,0.000127814,0.00010978
64,4,0,0.000381115,0.000345879
128,4,0,0.005383212,0.005270685
256,4,0,0.021674274,0.021299855
512,4,0,0.177630719,0.176080189
1024,4,2,0.640266589,0.634457434
16,0,0,2.6761e-05,1.4713e-05
32,0,0,0.000138439,0.000122056
64,0,0,0.000986513,0.000953838
128,0,0,0.008691021,0.008578867
256,0,0,0.071814616,0.071346776
512,0,0,0.630600136,0.629133366
1024,0,7,0.944171214,0.937995504
16,1,0,3.4993e-05,2.1972e-05
32,1,0,0.000149725,0.000132128
64,1,0,0.001027086,0.000994766
128,1,0,0.008288279,0.008183438
256,1,0,0.069518048,0.069145572
512,1,0,0.632694917,0.631257895
1024,1,7,0.941862974,0.935920195
16,2,0,6.6263e-05,5.3619e-05
32,2,0,0.00011725,0.000100352
64,2,0,0.0006148,0.000582097
128,2,0,0.004307492,0.004203843
256,2,0,0.035618047,0.035250076
512,2,0,0.318669423,0.317225238
1024,2,3,0.877725515,0.871859654
16,3,0,7.9168e-05,6.6243e-05
32,3,0,0.000119876,0.000102524
64,3,0,0.000490343,0.00045591
128,3,0,0.003011287,0.002902402
256,3,0,0.024661456,0.024285126
512,3,0,0.221349114,0.219892429
1024,3,2,0.634098645,0.628333444
16,4,0,0.000100283,8.7966e-05
32,4,0,0.00012505,0.000107528
64,4,0,0.000378948,0.000335455
128,4,0,0.002281048,0.00218264
256,4,0,0.02032654,0.019643311
512,4,0,0.168987311,0.167562338
1024,4,2,0.039659824,0.033563524
16,0,0,2.6815e-05,1.4679e-05
32,0,0,0.00013868,0.000121982
64,0,0,0.000985459,0.000952487
128,0,0,0.008725055,0.008604286
256,0,0,0.06974813,0.069309401
512,0,0,0.619963804,0.61853983
1024,0,8,0.279472096,0.273712223
16,1,0,3.4861e-05,2.2241e-05
32,1,0,0.000148257,0.000131365
64,1,0,0.001116511,0.001083746
128,1,0,0.008410772,0.008307055
256,1,0,0.069936943,0.069533019
512,1,0,0.631855266,0.630338555
1024,1,6,0.774470658,0.768725779
16,2,0,6.5453e-05,5.2834e-05
32,2,0,0.000122978,0.000104734
64,2,0,0.000594926,0.000560877
128,2,0,0.00421315,0.004111419
256,2,0,0.03532084,0.034946988
512,2,0,0.318026335,0.316569151
1024,2,3,0.935972577,0.930156944
16,3,0,7.7072e-05,6.453e-05
32,3,0,0.000120984,0.000104104
64,3,0,0.000460117,0.00042523
128,3,0,0.002987411,0.002883701
256,3,0,0.024677072,0.024302709
512,3,0,0.217659622,0.216219662
1024,3,2,0.736929989,0.731119704
16,4,0,0.000134505,0.00012155
32,4,0,0.000150766,0.000133839
64,4,0,0.000377771,0.00034397
128,4,0,0.00226346,0.002162326
256,4,0,0.018921058,0.018498052
512,4,0,0.170923568,0.169489463
1024,4,2,0.045030707,0.038690004
16,0,0,2.6999e-05,1.4823e-05
32,0,0,0.000138463,0.000121938
64,0,0,0.000979793,0.000946565
128,0,0,0.008568252,0.008464027
256,0,0,0.07108183,0.07065292
512,0,0,0.620728871,0.619305813
1024,0,7,0.808018036,0.802241783
16,1,0,3.4843e-05,2.2529e-05
32,1,0,0.000149653,0.000132761
64,1,0,0.00102884,0.000995139
128,1,0,0.008001827,0.007902563
256,1,0,0.070037983,0.069665201
512,1,0,0.634774272,0.633324773
1024,1,7,0.85618205,0.850354974
16,2,0,5.9656e-05,4.7853e-05
32,2,0,0.00011936,0.000102768
64,2,0,0.000588012,0.000554909
128,2,0,0.004304857,0.004203968
256,2,0,0.035451867,0.035076392
512,2,0,0.318960563,0.317549685
1024,2,3,0.936411556,0.930617237
16,3,0,7.8862e-05,6.6239e-05
32,3,0,0.000128136,0.000111148
64,3,0,0.000458866,0.000426269
128,3,0,0.003008843,0.002907676
256,3,0,0.026483805,0.025997112
512,3,0,0.220401675,0.218966771
1024,3,2,0.650977386,0.645180114
16,4,0,9.499e-05,8.2394e-05
32,4,0,0.000123896,0.00010649
64,4,0,0.001865088,0.001831815
128,4,0,0.002255753,0.002154799
256,4,0,0.025982706,0.025589481
512,4,0,0.170282983,0.168803516
1024,4,2,0.053821051,0.047517115
16,0,0,2.7187e-05,1.4857e-05
32,0,0,0.000138437,0.000121981
64,0,0,0.000989409,0.000956008
128,0,0,0.007803873,0.007698895
256,0,0,0.069644943,0.069274418
512,0,0,0.618972493,0.617530175
1024,0,7,0.668502393,0.66272237
16,1,0,3.484e-05,2.235e-05
32,1,0,0.000148477,0.000131295
64,1,0,0.001051561,0.001017819
